1	0.00
2	0.00
3	0.00
4	0.00
5	0.00
6	0.00
7	0.00
8	0.00
9	0.00
10	0.00
11	0.00
12	0.00
13	0.00
14	0.00
15	0.00
16	0.00
17	0.00
18	0.00
19	0.00
20	0.00
21	0.00
22	0.00
23	0.00
24	0.00
25	0.00
26	0.00
27	0.00
28	0.00
29	0.00
31	0.00
32	0.00
33	0.00
35	0.00
36	0.00
38	0.00
40	0.00
41	0.00
43	0.00
45	0.00
47	0.00
49	0.00
52	0.00
54	0.00
56	0.00
59	0.00
61	0.00
64	0.00
67	0.00
70	0.00
73	0.00
76	0.00
79	0.63
83	1.74
87	1.67
91	1.59
95	1.53
99	1.46
103	1.43
108	1.35
112	1.84
117	1.84
123	1.83
128	1.76
134	1.67
140	1.64
146	1.70
152	1.72
159	1.76
166	1.63
173	1.66
181	1.60
189	1.65
197	1.53
206	1.59
215	1.62
225	1.53
235	1.52
245	1.50
256	1.42
267	1.52
279	1.44
292	1.45
304	1.41
318	1.46
332	1.34
347	1.32
362	1.34
378	1.33
395	1.34
412	1.24
431	1.28
450	1.23
470	1.19
490	1.21
512	1.16
535	1.16
558	1.16
583	1.16
609	1.04
636	1.07
664	1.03
693	1.06
724	1.02
756	1.03
790	0.97
825	0.99
861	0.99
899	0.92
939	0.96
981	0.92
1024	0.94
1069	1.87
1117	1.27
1166	1.20
1218	0.94
1272	0.94
1328	0.86
1387	0.83
1448	0.79
1512	0.78
1579	0.76
1649	0.74
1722	0.73
1798	0.71
1878	0.71
1961	0.69
2048	1.47
2139	0.74
2233	0.72
2332	0.66
2435	0.65
2543	0.64
2656	0.62
2774	0.61
2896	0.60
3025	0.75
3158	0.59
3298	0.55
3444	0.55
3597	0.56
3756	0.54
3922	0.68
4096	0.51
4277	0.51
4467	0.49
4664	0.49
4871	0.58
5087	0.49
5312	0.46
5547	0.45
5793	0.48
6049	0.43
6317	0.42
6597	0.41
6889	0.41
7194	0.41
7512	0.41
7845	0.39
8192	0.39
8555	0.38
8933	0.38
9329	0.37
9742	0.37
10173	0.36
10624	0.35
11094	0.36
11585	0.34
12098	0.34
12634	0.33
13193	0.33
13777	0.32
14387	0.32
15024	0.31
15689	0.31
16384	0.30
17109	0.29
17867	0.29
18658	0.28
19484	0.28
20347	0.27
21247	0.27
22188	0.27
23170	0.27
24196	0.26
25268	0.26
26386	0.26
27554	0.25
28774	0.25
30048	0.24
31379	0.24
32768	0.24
34219	0.23
35734	0.22
37316	0.23
38968	0.23
40693	0.22
42495	0.21
44376	0.22
46341	0.21
48393	0.20
50535	0.20
52773	0.20
55109	0.20
57549	0.20
60097	0.20
62757	0.19
65536	0.19
68438	0.18
71468	0.18
74632	0.19
77936	0.19
81386	0.18
84990	0.18
88752	0.18
92682	0.17
96785	0.17
101070	0.17
105545	0.16
110218	0.16
115098	0.16
120194	0.16
125515	0.16
131072	0.16
136875	0.16
142935	0.16
149263	0.15
155872	0.15
162773	0.15
169979	0.16
177505	0.15
185364	0.16
193571	0.16
202141	0.16
211090	0.17
220436	0.16
230195	0.17
240387	0.18
251030	0.17
262144	0.18
273750	0.17
285870	0.18
298527	0.18
311744	0.19
325546	0.18
339959	0.19
355010	0.19
370728	0.20
387141	0.20
404281	0.19
422180	0.20
440872	0.20
460391	0.20
480774	0.20
502060	0.20
524288	0.20
547500	0.20
571740	0.21
597053	0.21
623487	0.21
651091	0.21
679917	0.21
710020	0.21
741455	0.22
774282	0.22
808563	0.22
844361	0.22
881744	0.22
920782	0.22
961548	0.22
1004120	0.22
1048576	0.22
1095000	0.22
1143480	0.22
1194106	0.22
1246974	0.23
1302182	0.23
1359835	0.23
1420040	0.23
1482910	0.23
1548564	0.23
1617125	0.23
1688722	0.24
1763488	0.23
1841564	0.24
1923097	0.24
2008240	0.24
2097152	0.24
2190001	0.24
2286960	0.24
2388213	0.24
2493948	0.25
2604365	0.25
2719670	0.25
2840080	0.25
2965821	0.25
3097129	0.25
3234251	0.25
3377443	0.25
3526975	0.25
3683128	0.25
3846194	0.25
4016479	0.25
4194304	0.25
4380002	0.26
4573921	0.26
4776426	0.26
4987896	0.26
5208729	0.26
5439339	0.26
5680159	0.26
5931642	0.26
6194258	0.26
6468501	0.26
6754886	0.26
7053950	0.27
7366255	0.26
7692387	0.27
8032959	0.27
8388608	0.27
