1	0.00
2	0.00
3	0.00
4	0.00
5	0.00
6	0.00
7	0.00
8	0.00
9	0.00
10	0.00
11	0.00
12	0.00
13	0.00
14	0.00
15	0.00
16	0.00
17	0.00
18	0.00
19	0.00
20	0.00
21	0.00
22	0.00
23	0.00
24	0.00
25	0.00
26	0.00
27	0.00
28	0.00
29	0.00
31	0.00
32	0.00
33	0.00
35	0.00
36	0.00
38	0.00
40	0.00
41	0.00
43	0.00
45	0.00
47	0.00
49	0.00
52	0.00
54	0.00
56	0.00
59	0.00
61	0.00
64	0.00
67	0.00
70	0.00
73	0.00
76	0.00
79	0.00
83	0.00
87	0.00
91	0.00
95	0.00
99	0.00
103	0.00
108	0.00
112	0.00
117	0.00
123	0.00
128	0.00
134	0.00
140	0.00
146	0.00
152	0.00
159	0.89
166	0.88
173	0.85
181	0.82
189	0.77
197	0.75
206	0.72
215	0.69
225	0.95
235	0.99
245	0.96
256	0.93
267	0.89
279	0.87
292	0.92
304	0.90
318	0.87
332	0.84
347	0.88
362	0.86
378	0.85
395	0.81
412	0.81
431	0.83
450	0.81
470	0.84
490	0.81
512	0.76
535	0.77
558	0.77
583	0.74
609	0.73
636	0.72
664	0.72
693	0.69
724	0.68
756	0.70
790	0.67
825	0.69
861	0.67
899	0.64
939	0.64
981	0.62
1024	0.61
1069	0.62
1117	0.61
1166	0.61
1218	0.57
1272	0.57
1328	0.57
1387	0.57
1448	0.54
1512	0.55
1579	0.53
1649	0.51
1722	0.50
1798	0.50
1878	0.48
1961	0.50
2048	0.48
2139	0.81
2233	0.67
2332	0.60
2435	0.52
2543	0.45
2656	0.44
2774	0.43
2896	0.42
3025	0.40
3158	0.40
3298	0.40
3444	0.39
3597	0.38
3756	0.37
3922	0.84
4096	0.62
4277	0.44
4467	0.35
4664	0.34
4871	0.34
5087	0.34
5312	0.33
5547	0.32
5793	0.79
6049	0.37
6317	0.29
6597	0.30
6889	0.28
7194	0.28
7512	0.27
7845	0.28
8192	0.27
8555	0.27
8933	0.26
9329	0.25
9742	0.26
10173	0.23
10624	0.24
11094	0.23
11585	0.24
12098	0.22
12634	0.23
13193	0.22
13777	0.22
14387	0.21
15024	0.21
15689	0.20
16384	0.20
17109	0.20
17867	0.19
18658	0.19
19484	0.18
20347	0.18
21247	0.19
22188	0.18
23170	0.18
24196	0.18
25268	0.17
26386	0.16
27554	0.16
28774	0.16
30048	0.16
31379	0.15
32768	0.15
34219	0.15
35734	0.14
37316	0.14
38968	0.14
40693	0.14
42495	0.13
44376	0.13
46341	0.13
48393	0.13
50535	0.13
52773	0.12
55109	0.12
57549	0.12
60097	0.12
62757	0.11
65536	0.11
68438	0.11
71468	0.11
74632	0.11
77936	0.11
81386	0.10
84990	0.10
88752	0.10
92682	0.10
96785	0.10
101070	0.10
105545	0.09
110218	0.09
115098	0.09
120194	0.09
125515	0.09
131072	0.09
136875	0.08
142935	0.08
149263	0.08
155872	0.08
162773	0.08
169979	0.08
177505	0.08
185364	0.08
193571	0.07
202141	0.07
211090	0.07
220436	0.07
230195	0.07
240387	0.07
251030	0.07
262144	0.07
273750	0.07
285870	0.07
298527	0.07
311744	0.07
325546	0.07
339959	0.07
355010	0.07
370728	0.07
387141	0.07
404281	0.07
422180	0.07
440872	0.07
460391	0.08
480774	0.08
502060	0.08
524288	0.08
547500	0.08
571740	0.08
597053	0.08
623487	0.08
651091	0.08
679917	0.08
710020	0.08
741455	0.08
774282	0.09
808563	0.09
844361	0.09
881744	0.09
920782	0.09
961548	0.09
1004120	0.09
1048576	0.09
1095000	0.09
1143480	0.09
1194106	0.09
1246974	0.09
1302182	0.09
1359835	0.09
1420040	0.09
1482910	0.09
1548564	0.09
1617125	0.09
1688722	0.09
1763488	0.10
1841564	0.09
1923097	0.10
2008240	0.10
2097152	0.10
2190001	0.10
2286960	0.10
2388213	0.10
2493948	0.10
2604365	0.10
2719670	0.10
2840080	0.10
2965821	0.10
3097129	0.10
3234251	0.10
3377443	0.10
3526975	0.10
3683128	0.10
3846194	0.10
4016479	0.10
4194304	0.10
4380002	0.11
4573921	0.10
4776426	0.11
4987896	0.11
5208729	0.11
5439339	0.11
5680159	0.11
5931642	0.11
6194258	0.11
6468501	0.11
6754886	0.11
7053950	0.11
7366255	0.11
7692387	0.11
8032959	0.11
8388608	0.11
