1	0.00
2	0.00
3	0.00
4	0.00
5	0.00
6	0.00
7	0.00
8	0.00
9	0.00
10	0.00
11	0.00
12	0.00
13	0.00
14	0.00
15	0.00
16	0.00
17	0.00
18	0.00
19	0.00
20	0.00
21	0.00
22	0.00
23	0.00
24	0.00
25	0.00
26	0.00
27	0.00
28	0.00
29	0.00
31	0.00
32	0.00
33	0.00
35	0.00
36	0.00
38	0.00
40	0.00
41	0.00
43	0.00
45	0.00
47	0.00
49	0.00
52	0.00
54	0.00
56	0.00
59	0.00
61	0.00
64	0.00
67	0.00
70	0.00
73	0.00
76	0.00
79	0.63
83	1.72
87	1.67
91	1.60
95	1.54
99	1.47
103	1.42
108	1.36
112	1.76
117	1.90
123	1.78
128	1.77
134	1.63
140	1.68
146	1.66
152	1.71
159	1.68
166	1.61
173	1.64
181	1.61
189	1.64
197	1.56
206	1.62
215	1.63
225	1.54
235	1.48
245	1.50
256	1.45
267	1.47
279	1.40
292	1.48
304	1.40
318	1.39
332	1.40
347	1.41
362	1.32
378	1.36
395	1.33
412	1.34
431	1.26
450	1.22
470	1.27
490	1.23
512	1.22
535	1.18
558	1.14
583	1.13
609	1.10
636	1.08
664	1.05
693	1.04
724	1.04
756	1.04
790	1.00
825	0.99
861	0.97
899	0.95
939	0.95
981	0.92
1024	0.89
1069	1.87
1117	1.43
1166	1.10
1218	1.03
1272	0.91
1328	0.84
1387	0.80
1448	0.80
1512	0.78
1579	0.76
1649	0.76
1722	0.75
1798	0.71
1878	0.70
1961	0.69
2048	1.30
2139	0.93
2233	0.68
2332	0.65
2435	0.62
2543	0.64
2656	0.62
2774	0.61
2896	0.60
3025	0.73
3158	0.57
3298	0.57
3444	0.54
3597	0.54
3756	0.52
3922	0.70
4096	0.53
4277	0.51
4467	0.50
4664	0.47
4871	0.56
5087	0.46
5312	0.46
5547	0.46
5793	0.46
6049	0.42
6317	0.41
6597	0.43
6889	0.41
7194	0.41
7512	0.39
7845	0.39
8192	0.39
8555	0.37
8933	0.36
9329	0.35
9742	0.35
10173	0.35
10624	0.34
11094	0.32
11585	0.34
12098	0.33
12634	0.32
13193	0.31
13777	0.31
14387	0.30
15024	0.29
15689	0.29
16384	0.28
17109	0.28
17867	0.27
18658	0.27
19484	0.27
20347	0.27
21247	0.25
22188	0.26
23170	0.24
24196	0.24
25268	0.24
26386	0.24
27554	0.23
28774	0.23
30048	0.22
31379	0.22
32768	0.22
34219	0.22
35734	0.20
37316	0.20
38968	0.20
40693	0.19
42495	0.20
44376	0.19
46341	0.19
48393	0.18
50535	0.18
52773	0.17
55109	0.18
57549	0.17
60097	0.17
62757	0.16
65536	0.16
68438	0.17
71468	0.16
74632	0.16
77936	0.16
81386	0.16
84990	0.15
88752	0.15
92682	0.15
96785	0.14
101070	0.14
105545	0.14
110218	0.14
115098	0.14
120194	0.13
125515	0.14
131072	0.13
136875	0.13
142935	0.13
149263	0.13
155872	0.13
162773	0.13
169979	0.14
177505	0.12
185364	0.13
193571	0.13
202141	0.13
211090	0.14
220436	0.14
230195	0.15
240387	0.15
251030	0.15
262144	0.16
273750	0.17
285870	0.16
298527	0.15
311744	0.16
325546	0.17
339959	0.16
355010	0.18
370728	0.17
387141	0.18
404281	0.17
422180	0.18
440872	0.18
460391	0.18
480774	0.18
502060	0.18
524288	0.19
547500	0.19
571740	0.19
597053	0.19
623487	0.19
651091	0.19
679917	0.19
710020	0.19
741455	0.20
774282	0.20
808563	0.20
844361	0.20
881744	0.20
920782	0.20
961548	0.20
1004120	0.20
1048576	0.21
1095000	0.20
1143480	0.20
1194106	0.21
1246974	0.21
1302182	0.21
1359835	0.21
1420040	0.21
1482910	0.21
1548564	0.21
1617125	0.21
1688722	0.21
1763488	0.22
1841564	0.21
1923097	0.22
2008240	0.22
2097152	0.22
2190001	0.22
2286960	0.22
2388213	0.22
2493948	0.22
2604365	0.22
2719670	0.22
2840080	0.22
2965821	0.22
3097129	0.23
3234251	0.22
3377443	0.23
3526975	0.23
3683128	0.23
3846194	0.23
4016479	0.23
4194304	0.23
4380002	0.23
4573921	0.23
4776426	0.23
4987896	0.23
5208729	0.23
5439339	0.23
5680159	0.23
5931642	0.24
6194258	0.24
6468501	0.24
6754886	0.24
7053950	0.24
7366255	0.24
7692387	0.24
8032959	0.24
8388608	0.24
