29	23518	2528.9	7.0	99.4	35.3	630.6	2567.8	552.7	2546.2	29	496	262
31	23045	2856.7	7.2	111.1	38.0	684.2	3049.8	598.3	2941.5	31	528	278
32	22823	3392.0	6.8	109.5	36.5	676.1	3435.4	589.9	3519.8	32	544	286
33	22611	3171.4	6.7	113.1	37.3	685.2	3259.6	604.2	3275.5	33	560	294
35	22209	2099.2	6.6	122.4	39.4	724.6	2237.1	621.9	2297.8	35	592	310
36	22020	2118.1	6.7	125.3	39.9	736.8	2176.5	631.7	2170.1	36	608	318
38	21660	2124.9	6.6	133.0	40.9	775.4	2274.4	672.1	2273.1	38	640	334
40	21325	2169.8	6.6	143.7	42.8	818.2	2247.9	710.5	2231.1	40	672	350
41	21165	2426.8	6.4	144.6	43.1	818.2	2735.9	721.2	2622.5	41	688	358
43	20861	2120.1	6.4	155.7	45.7	859.7	2300.6	770.7	2374.5	43	720	374
45	20574	2127.1	6.3	161.8	46.1	883.8	2137.9	777.5	2190.3	45	752	390
47	20303	2068.9	6.2	171.6	47.6	917.7	2326.9	809.6	2220.4	47	784	406
49	20048	2287.5	6.1	180.8	48.3	960.6	2415.6	847.4	2415.8	49	816	422
52	19688	2629.3	6.1	199.5	51.9	1028.1	2778.7	924.1	2795.2	52	864	446
54	19463	2034.1	6.0	206.2	52.3	1033.1	2229.5	927.3	2261.3	54	896	462
56	19249	2090.0	5.9	212.4	53.1	1045.3	2188.4	943.9	2089.1	56	928	478
59	18946	1962.5	5.7	227.6	54.9	1096.2	2324.1	983.3	2200.6	59	976	502
61	18755	3051.6	5.8	237.9	56.8	1162.3	3103.6	1046.1	3242.3	61	1008	518
64	18483	2673.7	5.7	252.9	58.4	1180.5	2766.2	1074.6	2646.7	64	1056	542
67	18227	2090.7	5.6	248.1	60.9	1900.5	2475.9	1784.2	2365.4	67	1104	566
70	17985	2069.4	5.6	236.8	62.6	1503.9	2194.9	1396.2	2346.2	70	1152	590
73	17757	2783.8	5.6	247.0	64.4	1590.9	2876.3	1472.4	2760.9	73	1200	614
76	17541	2453.4	5.5	257.7	66.4	1664.8	2836.3	1546.2	2715.9	76	1248	638
79	17335	2094.5	5.4	287.1	68.6	1947.2	2232.1	1744.1	2439.7	78	1280	654
83	17077	2655.8	5.5	299.0	71.4	1928.2	2777.3	1581.1	2669.4	74	1216	622
87	16834	2214.6	5.5	315.6	75.6	2019.5	2604.4	1581.9	2474.6	74	1216	622
91	16605	2597.5	5.5	338.9	79.0	2163.3	2726.8	1640.4	2889.3	74	1216	622
95	16389	2133.1	5.5	360.9	83.4	2281.4	2382.3	1660.8	2223.8	75	1232	630
99	16184	2733.0	5.3	363.0	83.4	2335.0	2895.1	1670.5	2900.8	76	1248	638
103	15991	2260.2	5.2	375.2	84.8	2389.3	2482.2	1650.4	2433.0	77	1264	646
108	15762	2372.4	5.1	392.6	88.2	2506.6	2554.8	1688.4	2535.9	78	1280	654
112	15588	2002.4	5.1	408.2	90.5	2576.9	2135.9	1662.0	2192.9	78	1280	654
117	15382	2749.3	5.1	428.5	94.4	2696.8	2840.7	1658.4	2690.6	77	1264	646
123	15150	1956.3	5.0	449.5	98.5	2835.0	2292.8	1659.1	2258.8	78	1280	654
128	14967	1997.6	5.0	482.8	101.9	3455.1	2224.4	1853.0	2183.2	78	1280	654
134	14760	2420.8	4.9	486.0	105.1	3198.5	2720.1	1768.1	2685.1	80	1312	670
140	14565	2853.0	4.9	509.0	109.2	3359.9	2802.2	1765.0	2907.3	80	1312	670
146	14380	1953.9	4.9	535.8	113.4	3504.7	2431.0	1762.3	2164.2	80	1312	670
152	14204	2250.6	4.9	557.6	116.9	3660.1	2587.7	1751.9	2558.4	80	1312	670
159	14011	2058.6	5.1	573.4	114.4	3744.4	2317.1	1802.5	2265.7	80	1312	670
166	13829	1927.1	4.9	561.2	85.1	3478.5	2263.1	1788.4	2219.7	81	1328	678
173	13656	2724.4	4.8	582.1	85.5	3548.9	2806.5	1840.5	2893.7	82	1344	686
181	13469	2248.5	4.8	608.9	86.6	3537.4	2582.8	1839.4	2310.3	83	1360	694
189	13293	3191.5	4.8	634.8	87.0	3666.4	3464.7	1954.7	3437.8	85	1392	710
197	13126	2228.2	4.7	666.5	88.1	3662.8	2472.8	1940.0	2290.7	86	1408	718
206	12949	1871.2	4.7	695.5	88.8	3821.4	2118.1	1877.0	2319.5	85	1392	710
215	12782	2376.3	4.7	722.4	90.5	3812.8	2580.6	1857.1	2436.2	84	1376	702
225	12606	1893.7	4.6	756.6	90.1	3763.2	2405.0	1909.8	2222.8	86	1408	718
235	12440	2900.8	4.6	784.4	89.0	3775.0	2948.6	1963.5	3063.8	86	1408	718
245	12284	2147.9	4.9	857.1	94.1	4015.8	2623.5	2020.7	2354.6	87	1424	726
256	12120	3052.9	4.7	866.6	90.7	3956.7	3102.7	2064.2	3216.5	89	1456	742
267	11966	2385.7	4.6	899.2	90.3	3884.8	2881.5	2009.9	2565.6	88	1440	734
279	11807	2502.5	4.6	933.5	91.9	3954.7	2590.4	2076.0	2706.3	91	1488	758
292	11645	2322.7	4.6	981.7	90.8	3984.2	2825.7	2038.9	2525.9	89	1456	742
304	11503	2033.8	4.5	1020.6	90.9	3926.9	2139.8	2018.2	2235.1	90	1472	750
318	11346	1951.7	4.6	1081.7	91.5	3999.3	2336.8	2063.8	2161.7	91	1488	758
332	11198	2187.1	4.5	1111.8	89.9	4013.9	2297.3	2065.1	2393.3	91	1488	758
347	11049	2051.4	4.6	1194.9	92.7	4099.4	2311.8	2117.4	2124.2	92	1504	766
362	10907	2084.9	4.7	1288.5	96.5	4197.2	2329.7	2186.1	2581.8	91	1488	758
378	10765	2723.3	4.6	1315.1	94.6	4187.5	2637.1	2179.6	2615.4	92	1504	766
395	10622	1892.8	4.5	1377.1	95.3	4181.8	2467.8	2150.0	2146.1	92	1504	766
412	10486	1864.7	4.4	1394.4	92.3	4060.0	2124.0	2081.6	2263.7	92	1504	766
431	10343	2846.8	4.4	1471.2	92.5	4148.5	3041.6	2174.2	2846.0	93	1520	774
450	10208	1979.9	4.4	1531.2	92.5	4144.1	2225.7	2130.1	2483.0	94	1536	782
470	10074	1885.5	4.4	1612.0	92.5	4206.8	2290.3	2153.6	2081.8	94	1536	782
490	9947	2059.7	4.4	1696.8	93.7	4198.9	2143.4	2130.8	2269.9	93	1520	774
512	9815	2283.5	4.4	1763.0	94.0	4192.0	2520.8	2164.0	2332.3	94	1536	782
535	9685	1992.4	4.6	1944.3	98.3	4382.1	2243.8	2272.3	2387.5	94	1536	782
558	9561	2111.4	4.5	2003.2	97.6	4436.2	2342.2	2214.8	2206.0	94	1536	782
583	9435	2130.1	4.6	2146.6	98.2	4505.7	2394.2	2287.8	2681.0	94	1536	782
609	9310	2294.5	4.4	2193.6	95.0	4355.5	2386.0	2278.0	2371.1	95	1552	790
636	9188	2628.0	4.5	2345.8	98.3	4605.7	2895.5	2363.7	3192.0	96	1568	798
664	9068	2223.7	4.5	2434.0	98.8	4467.4	2624.2	2292.2	2437.0	96	1568	798
693	8951	2422.6	4.4	2549.7	97.7	4557.7	2449.8	2264.7	2630.9	95	1552	790
724	8833	1927.1	4.4	2660.9	96.9	4493.1	2331.3	2252.8	2141.8	95	1552	790
756	8717	2010.6	4.4	2773.5	98.5	4467.1	2310.1	2257.7	2616.9	96	1568	798
790	8601	2292.2	4.8	3163.5	105.0	4897.8	2389.3	2450.4	2345.8	96	1568	798
825	8489	2062.3	4.8	3342.7	106.7	4988.3	2344.0	2478.2	2625.9	95	1552	790
861	8379	2143.1	4.8	3522.4	107.1	4995.1	2585.8	2545.8	2399.8	96	1568	798
899	8270	2140.6	4.3	3301.7	95.9	4481.7	2196.6	2242.2	2170.8	96	1568	798
939	8161	2015.8	4.3	3510.5	99.1	4567.9	2500.8	2312.3	2428.0	97	1584	806
981	8053	2549.4	4.2	3574.3	94.5	4503.7	2591.7	2264.0	2566.9	97	1584	806
1024	7948	1818.9	4.2	3737.5	95.7	4443.2	2085.5	2246.5	2235.4	98	1600	814
1069	7845	3175.6	4.2	3925.7	94.9	4575.6	3371.8	2293.7	3144.1	97	1584	806
1117	7741	2989.7	4.2	4116.5	95.1	4540.8	3152.6	2313.1	3338.3	98	1600	814
1166	7640	2049.9	4.3	4489.3	99.3	4706.1	2540.9	2341.3	2259.5	98	1600	814
1218	7539	2162.1	4.5	4874.2	102.6	4803.7	2278.9	2407.7	2418.5	97	1584	806
1272	7441	1906.4	4.4	5008.1	100.6	4806.3	2380.8	2314.7	2160.2	97	1584	806
1328	7344	2373.6	4.5	5380.7	103.0	4914.6	2583.8	2426.5	2747.4	98	1600	814
1387	7247	2384.7	4.5	5622.0	101.6	4933.4	2868.5	2457.8	2588.7	98	1600	814
1448	7153	2376.3	4.6	6080.1	106.5	5123.8	2445.3	2489.7	2463.6	98	1600	814
1512	7059	2103.8	4.4	6094.4	103.0	4899.0	2864.2	2412.8	2335.3	98	1600	814
1579	6967	2173.1	4.3	6297.9	100.8	4729.8	2227.6	2350.9	2179.2	98	1600	814
1649	6875	2163.4	4.4	6701.3	103.5	4865.1	2598.2	2447.0	2377.1	99	1616	822
1722	6785	2208.2	4.3	6841.4	100.4	4760.2	2211.3	2374.2	2189.6	99	1616	822
1798	6697	1905.1	4.3	7170.3	101.1	4807.2	2384.6	2393.6	2124.2	99	1616	822
1878	6609	2374.5	4.2	7457.7	99.0	4750.5	2403.0	2378.0	2386.7	99	1616	822
1961	6522	1915.7	4.2	7817.9	100.0	4746.7	2151.1	2369.6	2417.8	99	1616	822
2048	6437	2532.3	4.3	8297.1	101.0	4888.8	2492.1	2394.1	2516.4	99	1616	822
2139	6352	2414.1	85.4	913.5	112.2	5393.8	2807.8	2722.3	2871.5	100	1632	830
2233	6269	2728.8	83.0	1293.4	114.8	5479.6	2711.4	2793.3	2692.5	100	1632	830
2332	6187	1899.8	75.6	1610.9	107.3	5110.6	2147.4	2688.2	2373.2	100	1644	836
2435	6106	2446.8	76.1	2111.6	111.0	5325.7	2476.4	2816.5	2486.7	101	1651	839
2543	6026	2284.8	73.6	2573.2	111.5	5287.3	2480.6	2811.1	2710.3	101	1661	844
2656	5947	2348.3	68.3	2949.2	110.1	5136.2	2285.6	2778.7	2325.4	102	1670	849
2774	5869	1942.6	63.5	3331.8	106.8	4957.7	2411.1	2717.4	2195.0	103	1680	854
2896	5792	2164.4	60.5	3784.4	105.9	4943.8	2139.2	2681.4	2172.0	103	1688	858
3025	5716	2213.3	58.0	4315.7	105.9	4978.0	2372.9	2708.6	2680.6	103	1692	860
3158	5642	2542.2	56.4	4920.5	108.5	5021.0	2780.2	2797.1	2767.0	104	1706	867
3298	5568	2410.2	53.1	5392.7	105.8	4886.4	2359.0	2701.3	2335.0	105	1713	870
3444	5495	2611.9	51.3	6054.1	104.2	4992.2	3056.3	2781.2	2822.8	105	1721	874
3597	5422	2527.0	50.7	6876.0	108.8	5040.4	2482.8	2848.3	2463.5	105	1725	876
3756	5352	2074.2	50.0	7769.7	110.0	5145.4	2315.8	2965.5	2547.5	106	1730	879
3922	5282	2447.5	93.0	378.9	113.0	5513.6	2432.3	2727.8	2422.2	106	1734	881
4096	5212	2064.3	85.7	1224.7	113.1	5581.9	2311.6	2615.2	2535.2	106	1742	885
4277	5144	2490.3	81.6	1915.9	111.1	5719.8	2419.9	2626.2	2375.6	107	1752	890
4467	5076	2200.4	77.6	2626.6	110.5	5628.3	2400.7	2648.4	2721.6	108	1760	894
4664	5010	2087.9	73.9	3381.4	110.2	5573.5	2264.0	2574.5	2239.9	107	1745	886
4871	4944	1883.6	71.8	4286.3	112.5	5734.7	2438.5	2614.6	2119.2	107	1753	890
5087	4880	2274.0	67.9	5091.2	110.3	5674.8	2170.7	2600.2	2189.2	108	1761	894
5312	4816	2030.8	64.7	5984.2	110.0	5583.5	2603.9	2595.3	2230.8	108	1768	898
5547	4753	2069.4	62.9	7039.1	110.7	5670.8	2279.3	2621.4	2614.9	108	1774	901
5793	4690	1905.6	88.5	584.5	113.2	5340.2	2146.8	2879.9	2136.2	109	1781	904
6049	4629	2237.3	83.5	1614.8	111.6	5458.5	2087.7	2877.3	2096.7	109	1788	908
6317	4568	2336.3	80.3	2640.6	112.7	5528.8	2891.3	2899.0	2561.3	110	1793	910
6597	4508	1881.9	77.3	3780.5	113.6	5535.4	2131.2	2925.1	2466.9	110	1799	913
6889	4449	1976.7	74.4	4974.5	117.2	5546.5	2204.8	2958.8	2539.8	110	1805	916
7194	4391	1979.8	72.4	6319.9	115.7	5590.5	2218.5	2982.7	2187.6	111	1812	920
7512	4334	2069.4	70.9	7873.2	117.6	5753.5	2274.3	3034.8	2628.1	111	1820	924
7845	4277	2085.0	86.0	1425.6	115.5	5999.0	2345.4	2711.0	2706.6	112	1827	927
8192	4221	2237.9	82.2	2726.0	115.4	5979.9	2470.7	2712.2	2452.5	112	1833	930
8555	4165	2219.7	80.6	4258.4	117.1	6245.6	2848.9	2775.2	2437.1	112	1834	931
8933	4111	1817.7	76.4	5753.7	118.0	6125.6	2074.5	2764.9	2419.2	113	1840	934
9329	4057	1913.4	73.5	7465.7	116.0	6052.6	2167.5	2777.5	2176.8	113	1850	939
9742	4004	2155.9	90.9	1781.2	123.7	6079.7	2691.7	3145.4	2298.9	113	1855	941
10173	3952	2975.0	83.6	3390.6	118.9	5923.6	3558.5	3103.7	3106.4	114	1863	945
10624	3900	2188.8	79.0	5188.9	117.5	5832.7	2427.6	3025.9	2422.2	114	1869	948
11094	3849	2191.0	76.3	7206.0	118.5	5903.2	2417.8	3011.1	2832.0	113	1849	938
11585	3798	2042.8	87.5	1712.1	120.7	6307.4	2287.5	2764.5	2511.3	113	1848	938
12098	3748	2130.2	83.8	3709.3	118.5	6328.4	2361.3	2776.4	2350.8	113	1854	941
12634	3699	2338.0	83.7	6155.5	126.2	6684.7	2686.8	2959.0	2986.0	114	1860	944
13193	3651	2035.5	88.9	933.5	120.5	5932.9	2228.0	3015.8	2668.7	114	1866	947
13777	3603	2143.1	88.7	3282.2	125.3	6285.5	2360.7	3175.9	2362.4	115	1875	951
14387	3556	2021.0	85.1	5897.7	127.3	6247.3	2295.6	3190.9	2702.4	115	1880	954
15024	3509	1874.5	89.5	926.9	121.4	6334.5	2114.2	2799.7	2071.7	115	1884	956
15689	3463	2447.3	85.3	3448.9	120.7	6494.6	2660.5	2837.6	3084.7	116	1889	958
16384	3418	2243.7	87.3	6692.0	128.9	6877.0	2500.7	3062.7	3096.3	116	1893	960
17109	3373	2295.3	92.9	2022.7	128.4	6557.3	2530.9	3290.8	2461.1	116	1895	961
17867	3329	2084.1	88.0	5187.1	128.8	6462.4	2811.5	3285.2	2315.0	116	1901	964
18658	3285	2095.3	91.4	928.8	126.1	6620.8	2381.8	2894.0	2361.4	117	1904	966
19484	3242	2186.7	86.1	4070.8	125.0	6611.5	2395.6	2838.5	2891.2	116	1902	965
20347	3200	2536.9	82.2	7648.7	123.7	6708.3	2701.7	2924.0	2762.4	117	1907	967
21247	3158	2997.4	86.2	3894.4	123.7	6347.6	2689.2	3132.3	2657.8	117	1911	969
22188	3117	2046.7	83.0	7769.9	124.7	6370.3	2311.7	3125.9	2315.6	117	1916	972
23170	3076	2427.2	86.2	4262.6	123.0	6686.4	2163.0	2820.2	2176.3	117	1907	967
24196	3035	2108.9	91.5	1297.3	130.8	6544.6	2384.3	3276.1	2395.9	117	1910	969
25268	2996	2090.0	86.3	5533.9	126.4	6470.4	2345.8	3178.4	2876.9	117	1914	971
26386	2956	2248.0	88.5	2646.0	125.9	6870.5	2482.6	2864.1	2417.4	117	1914	971
27554	2918	2194.6	84.3	7388.4	124.6	6876.0	2952.0	2878.8	2399.0	117	1917	972
28774	2880	2033.3	86.6	5011.8	125.9	6589.7	2249.7	3161.9	2231.3	118	1920	974
30048	2842	2544.5	88.6	2804.8	127.0	6891.4	2226.8	2840.3	2197.8	118	1922	975
31379	2805	2106.9	90.0	1039.8	127.5	6578.6	2351.4	3122.3	2290.2	118	1924	976
32768	2768	2863.7	86.0	6548.8	127.2	6650.3	2509.6	3127.6	2509.6	118	1929	978
34219	2732	1939.6	87.7	5043.1	129.6	7068.9	2218.1	2890.4	2187.5	118	1921	974
35734	2696	2371.0	87.9	3877.8	128.2	6682.8	2054.5	3123.0	2045.8	118	1924	976
37316	2660	1911.5	88.6	2944.1	129.0	7029.5	2164.7	2842.1	2130.5	118	1926	977
38968	2626	2128.7	89.4	2414.7	129.1	6731.3	2900.4	3152.2	2344.9	118	1928	978
40693	2591	2490.8	89.4	2055.6	129.3	7109.1	2741.5	2909.1	2714.6	118	1930	979
42495	2557	2376.5	89.8	2089.6	131.6	6750.5	2557.5	3179.5	2536.0	118	1933	980
44376	2524	2061.2	89.7	2359.0	130.0	7191.0	2274.0	2864.4	2891.7	118	1929	978
46341	2491	2037.1	89.7	3034.7	130.9	6795.8	2283.9	3175.2	2205.4	118	1932	980
48393	2458	2835.2	88.9	3970.6	131.6	7255.2	2421.6	2908.0	2349.6	118	1934	981
50535	2426	2452.3	88.9	5461.3	132.0	7048.7	2589.7	3227.8	2580.9	119	1936	982
52773	2394	2278.3	88.2	7204.0	131.0	7359.9	2481.7	2889.7	2462.8	118	1925	976
55109	2363	2163.8	89.9	2074.7	132.3	7285.9	2365.0	2873.6	3041.0	118	1928	978
57549	2332	1877.3	88.9	4658.8	130.9	6946.9	2139.1	3124.9	2131.7	118	1929	978
60097	2301	2988.4	88.9	5472.6	134.4	7411.7	2496.9	3018.7	2523.3	118	1930	979
62757	2271	2060.5	89.3	3870.7	132.7	7434.1	2278.1	2870.4	2285.7	118	1933	980
65536	2241	2588.6	89.9	3356.6	132.9	7383.7	2735.9	3004.3	2735.8	118	1934	981
68438	2212	2227.8	89.2	5111.1	131.3	7042.4	2438.7	3160.4	3127.8	119	1938	983
71468	2183	2231.2	90.2	2853.5	132.8	7016.9	2458.8	3189.9	2411.2	119	1939	983
74632	2154	3129.1	90.7	1510.7	135.0	7138.7	2613.2	3166.0	2627.9	119	1941	984
77936	2126	2073.9	89.5	6989.4	133.8	7566.9	2270.8	2973.7	2360.7	119	1941	984
81386	2098	2320.8	89.2	6689.9	136.8	7597.3	2561.7	2942.2	2551.1	119	1944	986
84990	2071	3227.2	89.4	6757.2	135.8	7656.6	2480.2	2894.3	2454.5	119	1945	986
88752	2044	2245.0	89.8	6013.3	137.0	7612.8	2499.3	3011.9	2425.7	119	1947	987
92682	2017	2406.2	90.7	1789.1	135.4	7129.3	2576.5	3184.6	2533.2	119	1950	989
96785	1990	3181.3	90.3	3822.5	136.4	7244.0	2570.0	3188.2	2528.3	119	1950	989
101070	1964	2284.4	89.8	6660.1	136.1	7313.6	2535.1	3195.4	2504.5	120	1952	990
105545	1939	2357.7	90.4	3049.4	136.0	7646.4	2510.6	2957.5	2478.8	120	1955	991
110218	1913	2202.1	90.4	5644.3	138.0	7579.1	2437.6	3009.0	3205.3	120	1957	992
115098	1888	2184.7	91.4	5679.3	139.7	7431.6	2429.6	3325.3	2398.0	120	1958	993
120194	1863	2175.9	90.5	4453.0	137.3	7724.3	2388.1	2986.6	2357.2	120	1961	994
125515	1839	3207.7	90.9	4417.8	138.8	7490.0	2619.9	3408.0	2604.9	120	1964	996
131072	1815	2423.6	90.3	5132.6	138.4	7636.7	2642.1	2978.3	2583.2	120	1965	996
136875	1791	2130.8	90.4	6394.3	137.6	7380.8	2390.6	3174.9	2330.0	119	1938	983
142935	1768	2390.1	93.9	2760.9	143.3	7571.0	2599.0	3283.8	2531.4	119	1941	984
149263	1745	2415.3	90.4	6331.7	140.4	7825.6	2666.0	2931.1	3505.4	119	1944	986
155872	1722	2101.0	90.9	4452.0	138.8	7775.9	2335.6	2908.1	2312.0	119	1946	987
162773	1699	2200.8	91.2	3535.0	139.1	7805.3	2355.9	2918.1	2308.5	119	1949	988
169979	1677	2216.9	90.9	3908.4	138.7	7829.2	2430.1	2894.3	3326.2	120	1952	990
177505	1655	2328.4	90.9	5513.0	140.3	7879.4	2559.1	2906.1	2482.8	120	1954	991
185364	1633	2686.9	91.1	2857.0	140.2	7574.9	2801.3	3199.7	2763.3	120	1957	992
193571	1612	2416.8	91.8	5768.0	141.6	7576.2	2678.0	3305.2	2663.1	120	1959	993
202141	1591	2602.6	91.2	4438.0	142.6	7922.8	3582.4	2974.7	2571.3	120	1960	994
211090	1570	2335.1	91.2	4837.0	140.9	7501.8	2470.3	3226.8	2449.0	120	1962	995
220436	1549	2254.0	91.2	5562.3	141.6	7810.6	2409.8	2996.8	2358.7	120	1965	996
230195	1529	2377.8	91.5	3152.2	142.1	7970.9	2557.4	2954.4	2552.2	120	1967	997
240387	1509	3224.0	91.7	3622.4	141.4	8015.9	2463.2	3102.6	2385.9	121	1972	1000
251030	1489	2476.4	91.4	3453.6	144.2	7845.7	2635.3	3098.5	2597.1	121	1973	1000
262144	1470	2565.3	91.6	3247.8	143.5	7973.8	2728.5	3016.5	2724.9	121	1977	1002
273750	1450	2537.9	91.6	5068.6	146.7	7878.1	2753.5	3107.8	2737.3	121	1979	1003
285870	1431	4328.3	91.6	5359.0	143.9	7673.1	2557.6	3376.8	2560.6	121	1982	1005
298527	1413	2267.7	91.5	4915.2	142.8	7956.4	2513.9	3050.8	2453.0	122	1986	1007
311744	1394	2358.5	91.6	3443.8	142.4	7986.0	2572.0	3017.0	2590.7	121	1976	1002
325546	1376	2315.3	91.8	3693.5	148.2	7882.0	2471.1	3063.9	2476.9	121	1979	1003
339959	1358	2349.3	92.2	3521.6	144.2	8066.3	2501.4	3072.0	3658.6	121	1982	1005
355010	1340	2911.6	92.0	4862.2	147.8	8105.9	2593.0	3049.3	2549.2	122	1984	1006
370728	1322	2576.2	91.9	4731.3	145.1	7809.8	2724.7	3262.8	2735.6	122	1987	1007
387141	1305	2629.4	91.7	4546.6	143.5	8026.4	2823.2	3159.2	2729.4	122	1990	1009
404281	1288	2377.9	92.0	4491.2	145.2	8083.0	2549.9	3053.2	2530.7	122	1994	1011
422180	1271	2372.0	92.2	4725.4	145.8	8190.5	3777.1	3117.9	2540.1	122	1994	1011
440872	1255	2411.1	92.1	4098.2	146.9	7867.3	2590.7	3297.8	2533.5	122	1998	1013
460391	1238	2385.2	92.1	3973.5	149.4	8237.4	2569.4	3062.3	2497.6	123	2001	1014
480774	1222	3550.1	91.9	4284.6	149.1	8012.6	2569.3	3231.9	2562.0	123	2003	1015
502060	1206	2431.1	91.9	4240.7	148.2	7884.7	2679.4	3145.9	2601.6	123	2005	1016
524288	1190	2793.2	92.2	4305.1	148.9	8178.1	4029.3	3103.7	2692.1	123	2009	1018
547500	1174	5564.4	91.9	4344.2	148.2	7922.1	2687.7	3318.6	2698.2	123	2009	1018
571740	1159	3399.8	92.3	4257.0	151.1	8036.0	2703.7	3367.6	2621.4	123	2012	1020
597053	1144	2480.6	92.8	4260.7	151.7	8129.9	2623.1	3264.9	2705.2	123	2015	1021
623487	1129	2924.6	91.9	4253.6	148.1	8056.5	2680.9	3227.5	2675.6	124	2019	1023
651091	1114	3890.2	92.4	4308.5	151.3	8277.4	2815.6	3165.1	2722.6	124	2021	1024
679917	1099	2688.5	92.1	4227.5	150.2	8262.3	2845.5	3167.1	2793.7	124	2024	1026
710020	1085	2447.7	92.7	4247.0	152.2	8382.0	2621.6	3318.0	2671.1	124	2027	1027
741455	1071	2743.6	91.9	4270.5	148.7	8170.0	2592.7	3227.8	2497.5	124	2029	1028
774282	1057	2656.4	93.2	4411.6	153.9	8379.7	2795.6	3233.6	2811.2	125	2033	1030
808563	1043	2505.2	93.0	4360.6	151.5	8255.4	2619.7	3273.3	4104.3	123	2010	1019
844361	1029	2639.1	94.2	4482.7	155.4	8532.4	2713.1	3287.7	2675.8	123	2012	1020
881744	1016	3549.1	94.0	4307.4	152.3	8377.3	2796.5	3393.9	2860.6	124	2016	1022
920782	1003	2993.4	94.1	4374.6	155.6	8354.3	2836.8	3275.3	2779.9	124	2019	1023
961548	989	3714.9	92.4	4194.6	153.5	8251.3	2663.2	3226.6	2672.0	124	2021	1024
1004120	976	5376.5	92.3	4215.6	150.1	8363.8	2763.7	3332.5	2673.9	124	2023	1025
1048576	964	2918.7	93.6	4259.4	154.2	8445.4	4357.0	3276.9	2774.7	124	2027	1027
1095000	951	3895.8	92.5	4263.6	150.7	8354.7	2684.8	3253.2	2660.0	124	2030	1029
1143480	939	4408.0	93.2	4430.8	155.6	8479.5	2877.4	3316.7	2783.3	125	2032	1030
1194106	926	4234.4	92.3	4147.7	152.9	8227.9	2752.8	3256.4	2693.5	125	2035	1031
1246974	914	3347.5	93.4	4377.0	154.2	8379.5	2817.0	3313.4	2853.3	125	2035	1031
1302182	902	2845.3	92.3	4176.7	155.5	8530.5	2910.2	3312.5	2896.8	125	2037	1032
1359835	890	3726.5	92.5	4281.0	151.0	8410.5	2824.4	3292.7	2738.2	125	2038	1033
1420040	879	3011.7	92.9	4226.3	159.6	8416.2	4608.5	3326.5	2825.6	125	2040	1034
1482910	867	2691.2	92.7	4239.4	155.2	8390.9	2699.7	3239.9	2676.8	125	2043	1035
1548564	856	2716.4	93.0	4293.2	155.7	8535.3	2773.7	3292.0	2797.6	125	2044	1036
